h1,h2,h3,h4,h5,h6,img_filename
0.8354082107543945,-0.2427811622619629,-0.08077026903629303,-0.3559337556362152,0.01974799856543541,-0.5595859885215759,heart_509.png
0.6534056663513184,0.18652121722698212,-0.29602211713790894,-0.6124140024185181,-0.13596877455711365,-0.6340100765228271,heart_159.png
0.8772148489952087,-0.1683984398841858,-0.3663659691810608,-0.718112587928772,-0.015903864055871964,-0.3952002227306366,heart_502.png
0.6586395502090454,-0.27282506227493286,-0.2097778469324112,-0.39242497086524963,-0.004412446171045303,-0.6197311282157898,heart_947.png
0.6590543985366821,0.030241258442401886,-0.15418346226215363,-0.44981542229652405,-0.07059246301651001,-0.5598884224891663,heart_1029.png
1.043196439743042,-0.17209532856941223,-0.2544381022453308,-0.4826352894306183,-0.008840236812829971,-0.21334300935268402,heart_929.png
0.969335675239563,-0.10829663276672363,-0.37416189908981323,-0.3908701241016388,0.08496764302253723,-0.3685014545917511,heart_25.png
0.6858335137367249,-0.002635788172483444,-0.24165241420269012,-0.6814477443695068,0.2616874873638153,-0.6184810400009155,heart_329.png
0.8876672387123108,-0.15733519196510315,-0.25314533710479736,-0.42096632719039917,-0.07733622193336487,-0.3952433466911316,heart_501.png
0.884806752204895,-0.10303287208080292,-0.16655202209949493,-0.31411299109458923,-0.10445547103881836,-0.40412068367004395,heart_1096.png
0.7998163104057312,0.01524784043431282,-0.25241243839263916,-0.5226191282272339,-0.2825908958911896,-0.5367916226387024,heart_663.png
0.8565048575401306,-0.0370672307908535,-0.47803711891174316,-0.5499976277351379,-0.020721081644296646,-0.528189480304718,heart_537.png
0.8619186878204346,-0.17578712105751038,-0.035142682492733,-0.16876989603042603,0.2123810052871704,-0.5185546875,heart_345.png
0.89749675989151,-0.12905502319335938,-0.20976413786411285,-0.3107896149158478,-0.1851152777671814,-0.39093151688575745,heart_1148.png
0.740890383720398,-0.19970867037773132,-0.0768200159072876,-0.3102931082248688,0.1852532923221588,-0.5421891212463379,heart_1140.png
0.7718029618263245,-0.013152029365301132,-0.13146618008613586,-0.42617931962013245,-0.12397176027297974,-0.42734453082084656,heart_449.png
0.8514511585235596,-0.09522955119609833,-0.3005688786506653,-0.6555554866790771,-0.21690240502357483,-0.4653436541557312,heart_148.png
0.778203547000885,-0.23914888501167297,-0.1689218431711197,-0.5601509809494019,0.03569309040904045,-0.5659127831459045,heart_254.png
1.039296269416809,0.02575395628809929,-0.46051836013793945,-0.47180142998695374,-0.10923294723033905,-0.3245510756969452,heart_1046.png
0.8962611556053162,0.009493175894021988,-0.25730079412460327,-0.5029200911521912,0.11374317109584808,-0.4887876808643341,heart_18.png
1.0145562887191772,-0.14995037019252777,-0.32530397176742554,-0.44738027453422546,0.03280605003237724,-0.3242809474468231,heart_830.png
0.7779632806777954,-0.30623728036880493,-0.08254145085811615,-0.4531630873680115,-0.10193121433258057,-0.4686945974826813,heart_1146.png
0.6432147026062012,-0.14016154408454895,0.012943528592586517,-0.4541909396648407,0.17795726656913757,-0.6605451703071594,heart_113.png
